feature.name,GeneSymbol,uniprotID,effect,chrom,featureType,Function
gasAcul18032-RA,Olfm2,O95897,intergenerational,Gy_chrXI,introns,"FUNCTION: Involved in transforming growth factor beta (TGF-beta)-induced smooth muscle differentiation. TGF-beta induces expression and translocation of OLFM2 to the nucleus where it binds to SRF, causing its dissociation from the transcriptional repressor HEY2/HERP1 and facilitating binding of SRF to target genes (PubMed:25298399). Plays a role in AMPAR complex organization (By similarity). Is a regulator of vascular smooth-muscle cell (SMC) phenotypic switching, that acts by promoting RUNX2 and inhibiting MYOCD binding to SRF. SMC phenotypic switching is the process through which vascular SMCs undergo transition between a quiescent contractile phenotype and a proliferative synthetic phenotype in response to pathological stimuli. SMC phenotypic plasticity is essential for vascular development and remodeling (By similarity). {ECO:0000250|UniProtKB:Q568Y7, ECO:0000250|UniProtKB:Q8BM13, ECO:0000269|PubMed:25298399}."
gasAcul13237-RA,NA,NA,intergenerational,Gy_chrXII,introns,NA
gasAcul12705-RA,Fgd3,O88842,infection_induced,Gy_chrXII,intergenic,"FUNCTION: Promotes the formation of filopodia. May activate CDC42, a member of the Ras-like family of Rho- and Rac proteins, by exchanging bound GDP for free GTP. Plays a role in regulating the actin cytoskeleton and cell shape. {ECO:0000269|PubMed:10721717}."
gasAcul12705-RA,Fgd3,O88842,infection_induced,Gy_chrXII,intergenic,"FUNCTION: Promotes the formation of filopodia. May activate CDC42, a member of the Ras-like family of Rho- and Rac proteins, by exchanging bound GDP for free GTP. Plays a role in regulating the actin cytoskeleton and cell shape. {ECO:0000269|PubMed:10721717}."
gasAcul13246-RA,Tp73,O15350,infection_induced,Gy_chrXII,introns,"FUNCTION: Participates in the apoptotic response to DNA damage. Isoforms containing the transactivation domain are pro-apoptotic, isoforms lacking the domain are anti-apoptotic and block the function of p53 and transactivating p73 isoforms. May be a tumor suppressor protein. Is an activator of FOXJ1 expression (By similarity). It is an essential factor for the positive regulation of lung ciliated cell differentiation (PubMed:34077761). {ECO:0000250|UniProtKB:Q9JJP2, ECO:0000269|PubMed:10203277, ECO:0000269|PubMed:11753569, ECO:0000269|PubMed:18174154, ECO:0000269|PubMed:34077761}."
gasAcul13316-RA,WDR6,A7Z052,intergenerational,Gy_chrXII,exons,"FUNCTION: Together with methyltransferase FTSJ1, methylates the 2'-O-ribose of nucleotides at position 34 of the tRNA anticodon loop of substrate tRNAs (By similarity). Required for the correct positioning of the substrate tRNA for methylation (By similarity). Required to suppress amino acid starvation-induced autophagy (By similarity). Enhances the STK11/LKB1-induced cell growth suppression activity (By similarity). {ECO:0000250|UniProtKB:Q9NNW5}."
gasAcul13323-RA,NA,NA,infection_induced,Gy_chrXII,introns,NA
gasAcul13485-RA,PAX7,P23759,infection_induced,Gy_chrXII,intergenic,"FUNCTION: Transcription factor that is involved in the regulation of muscle stem cells proliferation, playing a role in myogenesis and muscle regeneration. {ECO:0000269|PubMed:31092906}."
gasAcul12736-RA,Tnnc1,P02591,infection_induced,Gy_chrXII,intergenic,"FUNCTION: Troponin is the central regulatory protein of striated muscle contraction. Tn consists of three components: Tn-I which is the inhibitor of actomyosin ATPase, Tn-T which contains the binding site for tropomyosin and Tn-C. The binding of calcium to Tn-C abolishes the inhibitory action of Tn on actin filaments."
gasAcul13506-RA,ARHGEF10L,A2AWP8,intergenerational,Gy_chrXII,intergenic,"FUNCTION: Acts as a guanine nucleotide exchange factor (GEF) for RHOA, RHOB and RHOC. {ECO:0000250}."
gasAcul13507-RA,SLC38A3,Q99624,intergenerational,Gy_chrXII,intergenic,"FUNCTION: Symporter that cotransports specific neutral amino acids and sodium ions, coupled to an H(+) antiporter activity (PubMed:10823827). Mainly participates in the glutamate-GABA-glutamine cycle in brain where it transports L-glutamine from astrocytes in the intercellular space for the replenishment of both neurotransmitters glutamate and gamma-aminobutyric acid (GABA) in neurons and also functions as the major influx transporter in ganglion cells mediating the uptake of glutamine (By similarity). The transport activity is specific for L-glutamine, L-histidine and L-asparagine (PubMed:10823827). The transport is electroneutral coupled to the cotransport of 1 Na(+) and the antiport of 1 H(+) (By similarity). The transport is pH dependent, saturable, Li(+) tolerant and functions in both direction depending on the concentration gradients of its substrates and cotransported ions (PubMed:10823827). Also mediates an amino acid-gated H(+) conductance that is not stoichiometrically coupled to the amino acid transport but which influences the ionic gradients that drive the amino acid transport (By similarity). In addition, may play a role in nitrogen metabolism, amino acid homeostasis, glucose metabolism and renal ammoniagenesis (By similarity). {ECO:0000250|UniProtKB:Q9DCP2, ECO:0000250|UniProtKB:Q9JHZ9, ECO:0000269|PubMed:10823827}."
gasAcul13525-RA,ATP2B3,Q16720,intergenerational,Gy_chrXII,exons,"FUNCTION: ATP-driven Ca(2+) ion pump involved in the maintenance of basal intracellular Ca(2+) levels at the presynaptic terminals (PubMed:18029012, PubMed:22912398, PubMed:25953895, PubMed:27035656). Uses ATP as an energy source to transport cytosolic Ca(2+) ions across the plasma membrane to the extracellular compartment (PubMed:25953895, PubMed:27035656). May counter-transport protons, but the mechanism and the stoichiometry of this Ca(2+)/H(+) exchange remains to be established (By similarity). {ECO:0000250|UniProtKB:Q64568, ECO:0000269|PubMed:18029012, ECO:0000269|PubMed:22912398, ECO:0000269|PubMed:25953895, ECO:0000269|PubMed:27035656}."
gasAcul13536-RA,Tnfrsf14,Q80WM9,intergenerational,Gy_chrXII,intergenic,"FUNCTION: Receptor for four distinct ligands: The TNF superfamily members TNFSF14/LIGHT and homotrimeric LTA/lymphotoxin-alpha and the immunoglobulin superfamily members BTLA and CD160, altogether defining a complex stimulatory and inhibitory signaling network (By similarity). Signals via the TRAF2-TRAF3 E3 ligase pathway to promote immune cell survival and differentiation (PubMed:19915044). Participates in bidirectional cell-cell contact signaling between antigen presenting cells and lymphocytes. In response to ligation of TNFSF14/LIGHT, delivers costimulatory signals to T cells, promoting cell proliferation and effector functions (By similarity). Interacts with CD160 on NK cells, enhancing IFNG production and anti-tumor immune response (PubMed:25711213). In the context of bacterial infection, acts as a signaling receptor on epithelial cells for CD160 from intraepithelial lymphocytes, triggering the production of antimicrobial proteins and pro-inflammatory cytokines (PubMed:22801499). Upon binding to CD160 on activated CD4+ T cells, down-regulates CD28 costimulatory signaling, restricting memory and alloantigen-specific immune response (By similarity). May interact in cis (on the same cell) or in trans (on other cells) with BTLA (PubMed:15568026, PubMed:19915044). In cis interactions, appears to play an immune regulatory role inhibiting in trans interactions in naive T cells to maintain a resting state. In trans interactions, can predominate during adaptive immune response to provide survival signals to effector T cells (PubMed:15568026, PubMed:19915044). {ECO:0000250|UniProtKB:Q92956, ECO:0000269|PubMed:15568026, ECO:0000269|PubMed:19915044, ECO:0000269|PubMed:22801499, ECO:0000269|PubMed:25711213}."
gasAcul13548-RA,NA,NA,infection_induced,Gy_chrXII,intergenic,NA
gasAcul12747-RA,ncoa3,O09000,infection_induced,Gy_chrXII,promoters,"FUNCTION: Nuclear receptor coactivator that directly binds nuclear receptors and stimulates the transcriptional activities in a hormone-dependent fashion. Plays a central role in creating a multisubunit coactivator complex, probably via remodeling of chromatin. Involved in the coactivation of different nuclear receptors, such as for steroids (GR and ER), retinoids (RARs and RXRs), thyroid hormone (TRs), vitamin D3 (VDR) and prostanoids (PPARs). Displays histone acetyltransferase activity. Also involved in the coactivation of the NF-kappa-B pathway via its interaction with the NFKB1 subunit (By similarity). {ECO:0000250, ECO:0000269|PubMed:10823921}."
gasAcul12757-RA,Tafa1,Q7TPG8,intergenerational,Gy_chrXII,introns,FUNCTION: Regulatory factor which is ligand for CMKLR2 and is involved in the modulation of neural stem-cell proliferation and differentiation. {ECO:0000269|PubMed:29799787}.
gasAcul12772-RA,Prg4,Q29RT8,intergenerational,Gy_chrXII,introns,NA
gasAcul12648-RA,GRM7,P35400,infection_induced,Gy_chrXII,intergenic,"FUNCTION: G-protein coupled receptor activated by glutamate that regulates axon outgrowth through the MAPK-cAMP-PKA signaling pathway during neuronal development (By similarity). Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of downstream effectors, such as adenylate cyclase that it inhibits. {ECO:0000250|UniProtKB:Q14831, ECO:0000269|PubMed:33500274, ECO:0000269|PubMed:8145723, ECO:0000269|PubMed:8288585}."
gasAcul12788-RA,NA,NA,infection_induced,Gy_chrXII,exons,NA
gasAcul12807-RA,BAZ2A,B7ZS37,intergenerational,Gy_chrXII,exons,"FUNCTION: Essential component of the NoRC (nucleolar remodeling complex) complex, a complex that mediates silencing of a fraction of rDNA by recruiting histone-modifying enzymes and DNA methyltransferases, leading to heterochromatin formation and transcriptional silencing. In the complex, it plays a central role by being recruited to rDNA and by targeting chromatin modifying enzymes such as HDAC1, leading to repress RNA polymerase I transcription. Recruited to rDNA via its interaction with TTF1 and its ability to recognize and bind histone H4 acetylated on 'Lys-16' (H4K16ac), leading to deacetylation of H4K5ac, H4K8ac, H4K12ac but not H4K16ac. Specifically binds pRNAs, 150-250 nucleotide RNAs that are complementary in sequence to the rDNA promoter; pRNA-binding is required for heterochromatin formation and rDNA silencing (By similarity). {ECO:0000250}."
gasAcul12648-RA,GRM7,P35400,intergenerational,Gy_chrXII,introns,"FUNCTION: G-protein coupled receptor activated by glutamate that regulates axon outgrowth through the MAPK-cAMP-PKA signaling pathway during neuronal development (By similarity). Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of downstream effectors, such as adenylate cyclase that it inhibits. {ECO:0000250|UniProtKB:Q14831, ECO:0000269|PubMed:33500274, ECO:0000269|PubMed:8145723, ECO:0000269|PubMed:8288585}."
gasAcul12820-RA,CAMTA1,A2A891,infection_induced,Gy_chrXII,intergenic,FUNCTION: Transcriptional activator. {ECO:0000250}.
gasAcul12849-RA,PRICKLE3,O43900,infection_induced,Gy_chrXII,introns,"FUNCTION: Involved in the planar cell polarity (PCP) pathway that is essential for the polarization of epithelial cells during morphogenetic processes, including gastrulation and neurulation (By similarity). PCP is maintained by two molecular modules, the global and the core modules, PRICKLE3 being part of the core module (By similarity). Distinct complexes of the core module segregate to opposite sides of the cell, where they interact with the opposite complex in the neighboring cell at or near the adherents junctions (By similarity). Involved in the organization of the basal body (By similarity). Involved in cilia growth and positioning (By similarity). Required for proper assembly, stability, and function of mitochondrial membrane ATP synthase (mitochondrial complex V) (PubMed:32516135). {ECO:0000250|UniProtKB:A8WH69, ECO:0000269|PubMed:32516135}."
gasAcul12852-RA,Snph,B5DF41,intergenerational,Gy_chrXII,intergenic,FUNCTION: Inhibits SNARE complex formation by absorbing free STX1A. {ECO:0000250|UniProtKB:O15079}.
gasAcul12890-RA,Nckap5l,Q6GQX2,infection_induced,Gy_chrXII,exons,FUNCTION: Regulates microtubule organization and stabilization. Promotes microtubule growth and bundling formation and stabilizes microtubules by increasing intense acetylation of microtubules. Both tubulin-binding and homodimer formation are required for NCKAP5L-mediated microtubule bundle formation. {ECO:0000250|UniProtKB:Q9HCH0}.
gasAcul12960-RA,PLXNA2,O75051,intergenerational,Gy_chrXII,intergenic,"FUNCTION: Coreceptor for SEMA3A and SEMA6A. Necessary for signaling by SEMA6A and class 3 semaphorins and subsequent remodeling of the cytoskeleton. Plays a role in axon guidance, invasive growth and cell migration. Class 3 semaphorins bind to a complex composed of a neuropilin and a plexin. The plexin modulates the affinity of the complex for specific semaphorins, and its cytoplasmic domain is required for the activation of down-stream signaling events in the cytoplasm (By similarity). {ECO:0000250, ECO:0000269|PubMed:10520995}."
gasAcul13023-RA,Nol4,O94818,intergenerational,Gy_chrXII,introns,NA
gasAcul13038-RA,ECM2,O59800,infection_induced,Gy_chrXII,introns,FUNCTION: Facilitates the cooperative formation of U2/U6 helix II in association with stem II in the spliceosome. Binds to RNA (By similarity). Involved in pre-mRNA splicing. {ECO:0000250}.
gasAcul13195-RA,tmem201,A2A8U2,infection_induced,Gy_chrXII,exons,"FUNCTION: Involved in nuclear movement during fibroblast polarization and migration (PubMed:22349700). May recruit Ran GTPase to the nuclear periphery (By similarity). {ECO:0000250|UniProtKB:Q5SNT2, ECO:0000269|PubMed:22349700}.; FUNCTION: [Isoform 2]: May define a distinct membrane domain in the vicinity of the mitotic spindle. Involved in the organization of the nuclear envelope implicating EMD, SUN1 and A-type lamina. {ECO:0000250|UniProtKB:Q5SNT2}.; FUNCTION: [Isoform 3]: Proposed to be involved in actin-dependent nuclear movement; via SUN2 associates with transmembrane actin-associated nuclear (TAN) lines which are bound to F-actin cables and couple the nucleus to retrograde actin flow. {ECO:0000305|PubMed:22349700}."
gasAcul11243-RA,RHOBTB2,Q91V93,infection_induced,Gy_chrXIII,exons,NA
gasAcul11260-RA,ADRB4C,P43141,infection_induced,Gy_chrXIII,introns,FUNCTION: Beta-adrenergic receptors mediate the catecholamine-induced activation of adenylate cyclase through the action of G proteins.
gasAcul11260-RA,ADRB4C,P43141,intergenerational,Gy_chrXIII,exons,FUNCTION: Beta-adrenergic receptors mediate the catecholamine-induced activation of adenylate cyclase through the action of G proteins.
gasAcul11261-RA,RAB11FIP1,Q3B7T9,infection_induced,Gy_chrXIII,exons,FUNCTION: A Rab11 effector protein involved in the endosomal recycling process. Also involved in controlling membrane trafficking along the phagocytic pathway and phagocytosis (By similarity). {ECO:0000250|UniProtKB:Q6WKZ4}.
gasAcul11275-RA,NA,NA,infection_induced,Gy_chrXIII,introns,NA
gasAcul11335-RA,MVB12B,Q6KAU4,intergenerational,Gy_chrXIII,exons,"FUNCTION: Component of the ESCRT-I complex, a regulator of vesicular trafficking process. Required for the sorting of endocytic ubiquitinated cargos into multivesicular bodies (By similarity). {ECO:0000250}."
gasAcul11364-RA,klhl22,D2HEW7,intergenerational,Gy_chrXIII,intergenic,"FUNCTION: Substrate-specific adapter of a BCR (BTB-CUL3-RBX1) E3 ubiquitin ligase complex required for chromosome alignment and localization of PLK1 at kinetochores. The BCR(KLHL22) ubiquitin ligase complex mediates monoubiquitination of PLK1, leading to PLK1 dissociation from phosphoreceptor proteins and subsequent removal from kinetochores, allowing silencing of the spindle assembly checkpoint (SAC) and chromosome segregation. Monoubiquitination of PLK1 does not lead to PLK1 degradation. The BCR(KLHL22) ubiquitin ligase complex is also responsible for the amino acid-stimulated 'Lys-48' polyubiquitination and proteasomal degradation of DEPDC5. Through the degradation of DEPDC5, releases the GATOR1 complex-mediated inhibition of the TORC1 pathway. It is therefore an amino acid-dependent activator within the amino acid-sensing branch of the TORC1 pathway, indirectly regulating different cellular processes including cell growth and autophagy. {ECO:0000250|UniProtKB:Q53GT1}."
gasAcul11389-RA,RCJMB04_21h11,Q5ZJ26,infection_induced,Gy_chrXIII,intergenic,NA
gasAcul11418-RA,Sema4c,Q64151,infection_induced,Gy_chrXIII,intergenic,"FUNCTION: Cell surface receptor for PLXNB2 that plays an important role in cell-cell signaling. PLXNB2 binding promotes downstream activation of RHOA and phosphorylation of ERBB2 at 'Tyr-1248'. Required for normal brain development, axon guidance and cell migration. Probable signaling receptor which may play a role in myogenic differentiation through activation of the stress-activated MAPK cascade. {ECO:0000269|PubMed:15811348, ECO:0000269|PubMed:17498836, ECO:0000269|PubMed:17554007, ECO:0000269|PubMed:21122816}."
gasAcul11419-RA,Cdca2,Q14B71,intergenerational,Gy_chrXIII,promoters,"FUNCTION: Regulator of chromosome structure during mitosis required for condensin-depleted chromosomes to retain their compact architecture through anaphase. Acts by mediating the recruitment of phopsphatase PP1-gamma subunit (PPP1CC) to chromatin at anaphase and into the following interphase. At anaphase onset, its association with chromatin targets a pool of PPP1CC to dephosphorylate substrates (By similarity). {ECO:0000250}."
gasAcul10789-RA,ADAMTS12,P58397,infection_induced,Gy_chrXIII,exons,"FUNCTION: Metalloprotease that may play a role in the degradation of COMP. Cleaves also alpha-2 macroglobulin and aggregan. Has anti-tumorigenic properties. {ECO:0000269|PubMed:16611630, ECO:0000269|PubMed:17895370, ECO:0000269|PubMed:18485748}."
gasAcul11449-RA,Bcr,F1LXF1,intergenerational,Gy_chrXIII,introns,"FUNCTION: Protein with a unique structure having two opposing regulatory activities toward small GTP-binding proteins. The C-terminus is a GTPase-activating protein (GAP) domain which stimulates GTP hydrolysis by RAC1, RAC2 and CDC42. Accelerates the intrinsic rate of GTP hydrolysis of RAC1 or CDC42, leading to down-regulation of the active GTP-bound form. The central Dbl homology (DH) domain functions as guanine nucleotide exchange factor (GEF) that modulates the GTPases CDC42, RHOA and RAC1. Promotes the conversion of CDC42, RHOA and RAC1 from the GDP-bound to the GTP-bound form. The amino terminus contains an intrinsic kinase activity (By similarity). Functions as an important negative regulator of neuronal RAC1 activity (By similarity). Regulates macrophage functions such as CSF1-directed motility and phagocytosis through the modulation of RAC1 activity. Plays a major role as a RHOA GEF in keratinocytes being involved in focal adhesion formation and keratinocyte differentiation (By similarity). {ECO:0000250|UniProtKB:P11274, ECO:0000250|UniProtKB:Q6PAJ1}."
gasAcul11460-RA,Cit,E9PSL7,intergenerational,Gy_chrXIII,exons,"FUNCTION: Plays a role in cytokinesis (By similarity). Required for KIF14 localization to the central spindle and midbody (By similarity). Putative RHO/RAC effector that binds to the GTP-bound forms of RHO and RAC1 (By similarity). It probably binds p21 with a tighter specificity in vivo (By similarity). Displays serine/threonine protein kinase activity (By similarity). Plays an important role in the regulation of cytokinesis and the development of the central nervous system (PubMed:24695496). Phosphorylates MYL9/MLC2 (By similarity). {ECO:0000250|UniProtKB:O14578, ECO:0000269|PubMed:24695496}."
gasAcul11470-RA,TSPAN15,F7BWT7,infection_induced,Gy_chrXIII,introns,"FUNCTION: Part of TspanC8 subgroup, composed of 6 members that interact with the transmembrane metalloprotease ADAM10. This interaction is required for ADAM10 exit from the endoplasmic reticulum and for enzymatic maturation and trafficking to the cell surface as well as substrate specificity. Different TspanC8/ADAM10 complexes have distinct substrates (PubMed:23035126, PubMed:26668317). Promotes ADAM10-mediated cleavage of CDH2 (PubMed:26668317). Negatively regulates ligand-induced Notch activity probably by regulating ADAM10 activity (By similarity). {ECO:0000250|UniProtKB:O95858, ECO:0000269|PubMed:23035126, ECO:0000269|PubMed:26668317}."
gasAcul11483-RA,ERAP1,Q9EQH2,infection_induced,Gy_chrXIII,exons,"FUNCTION: Aminopeptidase that plays a central role in peptide trimming, a step required for the generation of most HLA class I-binding peptides. Peptide trimming is essential to customize longer precursor peptides to fit them to the correct length required for presentation on MHC class I molecules. Strongly prefers substrates 9-16 residues long. Rapidly degrades 13-mer to a 9-mer and then stops. Preferentially hydrolyzes the residue Leu and peptides with a hydrophobic C-terminus, while it has weak activity toward peptides with charged C-terminus. May play a role in the inactivation of peptide hormones. May be involved in the regulation of blood pressure through the inactivation of angiotensin II and/or the generation of bradykinin in the kidney (By similarity). {ECO:0000250}."
gasAcul10795-RA,ARHGEF28,P0C6P5,infection_induced,Gy_chrXIII,exons,"FUNCTION: Functions as a RHOA-specific guanine nucleotide exchange factor regulating signaling pathways downstream of integrins and growth factor receptors. Functions in axonal branching, synapse formation and dendritic morphogenesis. Functions also in focal adhesion formation, cell motility and B-lymphocytes activation. May regulate NEFL expression and aggregation and play a role in apoptosis. {ECO:0000269|PubMed:11435431, ECO:0000269|PubMed:12215442}."
gasAcul10795-RA,ARHGEF28,P0C6P5,infection_induced,Gy_chrXIII,exons,"FUNCTION: Functions as a RHOA-specific guanine nucleotide exchange factor regulating signaling pathways downstream of integrins and growth factor receptors. Functions in axonal branching, synapse formation and dendritic morphogenesis. Functions also in focal adhesion formation, cell motility and B-lymphocytes activation. May regulate NEFL expression and aggregation and play a role in apoptosis. {ECO:0000269|PubMed:11435431, ECO:0000269|PubMed:12215442}."
gasAcul10799-RA,hic2,Q90W33,intergenerational,Gy_chrXIII,intergenic,FUNCTION: Transcriptional repressor. {ECO:0000250|UniProtKB:Q96JB3}.
gasAcul11498-RA,MALT1,Q2TBA3,infection_induced,Gy_chrXIII,introns,"FUNCTION: Protease that enhances BCL10-induced activation: acts via formation of CBM complexes that channel adaptive and innate immune signaling downstream of CARD domain-containing proteins (CARD9, CARD11 and CARD14) to activate NF-kappa-B and MAP kinase p38 pathways which stimulate expression of genes encoding pro-inflammatory cytokines and chemokines (By similarity). Mediates BCL10 cleavage: MALT1-dependent BCL10 cleavage plays an important role in T-cell antigen receptor-induced integrin adhesion (By similarity). Involved in the induction of T helper 17 cells (Th17) differentiation (By similarity). Cleaves RC3H1 and ZC3H12A in response to T-cell receptor (TCR) stimulation which releases their cooperatively repressed targets to promote Th17 cell differentiation (PubMed:25282160). Also mediates cleavage of N4BP1 in T-cells following TCR-mediated activation, leading to N4BP1 inactivation. May also have ubiquitin ligase activity: binds to TRAF6, inducing TRAF6 oligomerization and activation of its ligase activity (By similarity). {ECO:0000250|UniProtKB:Q9UDY8, ECO:0000269|PubMed:25282160}."
gasAcul11525-RA,col27a1b,A0MSJ1,infection_induced,Gy_chrXIII,intergenic,"FUNCTION: May play a role during the calcification of cartilage and the transition of cartilage to bone (By similarity). Together with col27a1a, plays a role in development of the notochord and axial skeleton. {ECO:0000250, ECO:0000269|PubMed:20041163}."
gasAcul10801-RA,SERPIND1,P05546,infection_induced,Gy_chrXIII,exons,"FUNCTION: Thrombin inhibitor activated by the glycosaminoglycans, heparin or dermatan sulfate. In the presence of the latter, HC-II becomes the predominant thrombin inhibitor in place of antithrombin III (AT-III). Also inhibits chymotrypsin, but in a glycosaminoglycan-independent manner. {ECO:0000269|PubMed:1939083}.; FUNCTION: Peptides at the N-terminal of HC-II have chemotactic activity for both monocytes and neutrophils. {ECO:0000269|PubMed:1939083}."
gasAcul11530-RA,Scarf2,P59222,intergenerational,Gy_chrXIII,intergenic,"FUNCTION: Probable adhesion protein, which mediates homophilic and heterophilic interactions. In contrast to SCARF1, it poorly mediates the binding and degradation of acetylated low density lipoprotein (Ac-LDL)."
gasAcul11542-RA,NOS1,O19132,infection_induced,Gy_chrXIII,intergenic,"FUNCTION: Produces nitric oxide (NO) which is a messenger molecule with diverse functions throughout the body. In the brain and peripheral nervous system, NO displays many properties of a neurotransmitter. Probably has nitrosylase activity and mediates cysteine S-nitrosylation of cytoplasmic target proteins such SRR (By similarity). {ECO:0000250|UniProtKB:P29476}."
gasAcul11543-RA,KSR2,Q3UVC0,infection_induced,Gy_chrXIII,introns,"FUNCTION: Location-regulated scaffold connecting MEK to RAF. Has very low protein kinase activity and can phosphorylate MAP2K1 at several Ser and Thr residues with very low efficiency (in vitro). Acts as MAP2K1/MEK1-dependent allosteric activator of BRAF; upon binding to MAP2K1/MEK1, dimerizes with BRAF and promotes BRAF-mediated phosphorylation of MAP2K1/MEK1. Interaction with BRAF enhances KSR2-mediated phosphorylation of MAP2K1 (in vitro). Blocks MAP3K8 kinase activity and MAP3K8-mediated signaling. Acts as a negative regulator of MAP3K3-mediated activation of ERK, JNK and NF-kappa-B pathways, inhibiting MAP3K3-mediated interleukin-8 production. {ECO:0000250|UniProtKB:Q6VAB6}."
gasAcul11560-RA,FBP1,A0M0J2,interaction,Gy_chrXIII,exons,NA
gasAcul10831-RA,Tut7,Q5BLK4,infection_induced,Gy_chrXIII,promoters,"FUNCTION: Uridylyltransferase that mediates the terminal uridylation of mRNAs with short (less than 25 nucleotides) poly(A) tails, hence facilitating global mRNA decay (PubMed:28792939). Essential for both oocyte maturation and fertility. Through 3' terminal uridylation of mRNA, sculpts, with TUT7, the maternal transcriptome by eliminating transcripts during oocyte growth (PubMed:28792939). Involved in microRNA (miRNA)-induced gene silencing through uridylation of deadenylated miRNA targets. Also acts as a suppressor of miRNA biogenesis by mediating the terminal uridylation of miRNA precursors, including that of let-7 (pre-let-7) (PubMed:22898984). Uridylated pre-let-7 RNA is not processed by Dicer and undergo degradation. Pre-let-7 uridylation is strongly enhanced in the presence of LIN28A. Due to functional redundancy between ZCCHC6 and ZCCHC11, the identification of the specific role of each of these proteins is difficult (By similarity) (PubMed:22898984). Involved in microRNA (miRNA)-induced gene silencing through uridylation of deadenylated miRNA targets (By similarity). Also functions as an integral regulator of microRNA biogenesiS using 3 different uridylation mechanisms (By similarity). Acts as a suppressor of miRNA biogenesis by mediating the terminal uridylation of some miRNA precursors, including that of let-7 (pre-let-7). Uridylated pre-let-7 RNA is not processed by Dicer and undergo degradation. Pre-let-7 oligouridylation is strongly enhanced in the presence of LIN28A (PubMed:22898984). In the absence of LIN28A, TUT7 and TUT4 monouridylate group II pre-miRNAs, which includes most of pre-let7 members, that shapes an optimal 3' end overhang for efficient processing (By similarity). Add oligo-U tails to truncated pre-miRNAS with a 5' overhang which may promote rapid degradation of non-functional pre-miRNA species (By similarity). Does not play a role in replication-dependent histone mRNA degradation (By similarity). Due to functional redundancy between TUT4 and TUT7, the identification of the specific role of each of these proteins is difficult (PubMed:22898984, PubMed:28792939). TUT4 and TUT7 restrict retrotransposition of long interspersed element-1 (LINE-1) in cooperation with MOV10 counteracting the RNA chaperonne activity of L1RE1. TUT7 uridylates LINE-1 mRNAs in the cytoplasm which inhibits initiation of reverse transcription once in the nucleus, whereas uridylation by TUT4 destabilizes mRNAs in cytoplasmic ribonucleoprotein granules (By similarity). {ECO:0000250|UniProtKB:Q5VYS8, ECO:0000269|PubMed:22898984, ECO:0000269|PubMed:28792939}."
gasAcul10849-RA,MAMDC2,Q7Z304,intergenerational,Gy_chrXIII,introns,NA
gasAcul10868-RA,cyb561a3a,A3KPR5,intergenerational,Gy_chrXIII,intergenic,FUNCTION: Transmembrane reductase that uses ascorbate as an electron donor in the cytoplasm and transfers electrons across membranes to reduce iron cations Fe(3+) into Fe(2+) in the lumen of the late endosome and lysosome. Reduced iron can then be extruded from the late endosome and lysosome to the cytoplasm by divalent metal-specific transporters. It is therefore most probably involved in endosomal and lysosomal cellular iron homeostasis. {ECO:0000250|UniProtKB:Q6P1H1}.
gasAcul10923-RA,COMMD10,Q554G3,infection_induced,Gy_chrXIII,intergenic,NA
gasAcul10923-RA,COMMD10,Q554G3,infection_induced,Gy_chrXIII,intergenic,NA
gasAcul10935-RA,GGH,A7YWG4,infection_induced,Gy_chrXIII,promoters,"FUNCTION: Hydrolyzes the polyglutamate sidechains of pteroylpolyglutamates. Progressively removes gamma-glutamyl residues from pteroylpoly-gamma-glutamate to yield pteroyl-alpha-glutamate (folic acid) and free glutamate. May play an important role in the bioavailability of dietary pteroylpolyglutamates and in the metabolism of pteroylpolyglutamates and antifolates. Exhibits either endo- or exopeptidase activity depending upon the tissue of origin. When secreted, it acts primarily as an endopeptidase (By similarity). {ECO:0000250}."
gasAcul10985-RA,Ercc8,Q13216,intergenerational,Gy_chrXIII,promoters,"FUNCTION: Substrate-recognition component of the CSA complex, a DCX (DDB1-CUL4-X-box) E3 ubiquitin-protein ligase complex, involved in transcription-coupled nucleotide excision repair. The CSA complex (DCX(ERCC8) complex) promotes the ubiquitination and subsequent proteasomal degradation of ERCC6 in a UV-dependent manner; ERCC6 degradation is essential for the recovery of RNA synthesis after transcription-coupled repair. It is required for the recruitment of XAB2, HMGN1 and TCEA1/TFIIS to a transcription-coupled repair complex which removes RNA polymerase II-blocking lesions from the transcribed strand of active genes. Plays a role in DNA single-strand and double-strand breaks (DSSBs) repair; involved in repair of DSSBs by non-homologous end joining (NHEJ) (PubMed:29545921). {ECO:0000269|PubMed:16751180, ECO:0000269|PubMed:16916636, ECO:0000269|PubMed:16964240, ECO:0000269|PubMed:29545921}."
gasAcul10987-RA,Rab3c,P10949,infection_induced,Gy_chrXIII,intergenic,FUNCTION: Protein transport. Probably involved in vesicular traffic (By similarity). {ECO:0000250}.
gasAcul11019-RA,naa35,Q02197,infection_induced,Gy_chrXIII,introns,"FUNCTION: Component of the NatC N-terminal acetyltransferase, which catalyzes acetylation of the N-terminus Met of L-A virus Gag protein. MAK10 has a role in the propagation of L-A and M viruses, perhaps in the viral assembly. It is apparently directly needed for optimum respiration. {ECO:0000269|PubMed:11274203}."
